city_id,year,average_clustering,global_clustering,degree_centrality_max,degree_centrality_mean,degree_centrality_median,betweenness_centrality_max,betweenness_centrality_mean,betweenness_centrality_median,closeness_centrality_max,closeness_centrality_mean,closeness_centrality_median,pagerank_max,pagerank_mean,pagerank_median,connectivity
杭州市,2020,0.24700373739759618,0.455342377347836,0.007574323044877864,0.0005186016526278075,9.46790380609733e-05,0.0029942496829686743,1.2105191871324249e-05,0.0,0.08495569180647672,0.006807579944832631,9.46790380609733e-05,0.001594999237278221,0.00018932222642938207,6.758526739188578e-05,0
杭州市,2021,0.2501505720628717,0.48282439947761524,0.0060142154182613455,0.0004822557000617947,9.112447603426281e-05,0.0006761947721060903,3.6946929511515993e-06,0.0,0.05270545193857301,0.003934130468938845,9.112447603426281e-05,0.0014679976745516589,0.00018221574344023448,6.652034542708129e-05,0
杭州市,2022,0.24177628722116276,0.5087818240412504,0.006535947712418301,0.0005255427503534667,9.902951079421667e-05,0.0013432384217940915,4.706803609729233e-06,0.0,0.06499955064918668,0.004241185328379146,9.902951079421667e-05,0.0015500244637530413,0.00019801980198019755,6.958357414588759e-05,0
南京市,2016,0.16214406459396147,0.2920479646576207,0.007835455435847209,0.0005485330257797736,0.0001632386549134835,0.0011078051107453258,7.847522401304145e-06,0.0,0.04931751209778282,0.004478467439811738,0.0001632386549134835,0.005008918105044613,0.00032637075718015753,0.0001273917211559845,0
南京市,2017,0.22593196401933935,0.4178467975539105,0.007084754657570191,0.0006046450284879773,0.0001311991603253739,0.008713612320370214,4.357912361582769e-05,0.0,0.11329495645616679,0.011315792840781654,0.0001311991603253739,0.002243045473912548,0.00026232948583420777,9.640783620993367e-05,0
南京市,2018,0.2291482806736659,0.43986374793367733,0.007702182284980745,0.0006162800199276174,0.00012836970474967908,0.004154906036936455,2.103232450700957e-05,0.0,0.08678819585606963,0.007980672258408629,0.00012836970474967908,0.0023668870432316676,0.0002566735112936346,9.56218003471467e-05,0
南京市,2019,0.2293562311118568,0.4307051767309148,0.007414634146341464,0.000506266475072086,9.75609756097561e-05,0.012961091119107914,5.6359939349232906e-05,0.0,0.16256714719923412,0.015761800178192488,9.75609756097561e-05,0.0022582395404173593,0.00019508388607101035,6.504840388415682e-05,0
南京市,2020,0.24624690168924543,0.4624676992342935,0.006906758756783424,0.0005222708387984397,8.2223318533136e-05,0.018988574294538353,7.73931841905166e-05,0.0,0.20834631324729738,0.02289572082429678,8.2223318533136e-05,0.0016437497706740147,0.0001644195988161789,5.693532264661238e-05,0
南京市,2021,0.2478100985896022,0.48422839227715625,0.006882413237662908,0.0005278925227803998,7.32171621027969e-05,0.011733766358234374,4.876411542832127e-05,0.0,0.20731016164721466,0.020154994553413276,7.32171621027969e-05,0.001431318958639137,0.00014641288433382167,4.830596427426966e-05,0
南京市,2022,0.2493694804617882,0.49587868452291384,0.0073346046648085665,0.0005377132290492686,7.334604664808566e-05,0.00970055681176853,3.2776590038703185e-05,0.0,0.18406725418983125,0.01662017254762689,7.334604664808566e-05,0.0011134829760498946,0.0001466705778820769,4.765681382864402e-05,0
上海市,2016,0.21356718676810982,0.350032195750161,0.004490448283735444,0.00018801428074459214,3.8054646472334275e-05,0.007763635218428425,2.116734330919722e-05,0.0,0.11321835243190757,0.008929566663970556,3.8054646472334275e-05,0.0011379132945019464,7.610350076103777e-05,2.482107306347265e-05,0
上海市,2017,0.21480397578164495,0.4341032090860584,0.003431249476943677,0.00021250706016609643,4.184450581638631e-05,0.0020023665377168517,4.61260982659092e-06,0.0,0.06817587849735166,0.004484127187241093,4.184450581638631e-05,0.0013094175812101774,8.36820083682026e-05,3.053106103759673e-05,0
上海市,2018,0.20241943096911968,0.4305380270300075,0.00333849035094862,0.00020411675409384768,4.071329696278805e-05,0.004345074676850914,1.0580755486388572e-05,0.0,0.08351975286434642,0.006352700597649028,4.071329696278805e-05,0.0009592580155995279,8.14199641752158e-05,2.7398119372356805e-05,0
上海市,2019,0.20719343733300405,0.39525520634613304,0.0037673651989639746,0.00019475709082307025,3.924338748920807e-05,0.004639671158894813,1.1087845938581163e-05,0.0,0.10240109393941399,0.0071272571328614845,3.924338748920807e-05,0.000799127456227911,7.848061528802376e-05,2.631761435717294e-05,0
上海市,2020,0.18871287219669555,0.3254982939833673,0.003807631818558066,0.00017107117038892732,4.1387302375631155e-05,0.0012660951381705497,2.4094389814497787e-06,0.0,0.04494876343129539,0.003152162525417835,4.1387302375631155e-05,0.001027898046383233,8.276775368316417e-05,2.898733367218733e-05,0
上海市,2021,0.18039936588961444,0.33782369234733317,0.00342711405116761,0.00016374517247092277,3.985016338566988e-05,0.004988125989602333,7.23615253969246e-06,0.0,0.09436980100112118,0.006012363627352783,3.985016338566988e-05,0.0018052541058527175,7.969397513547996e-05,2.7967867996738557e-05,0
上海市,2022,0.18131514692548692,0.393253118306665,0.0036406662419222716,0.0001856779543113616,4.5508328024028396e-05,0.0008030779724321323,2.6432786817301752e-06,0.0,0.03763341968181154,0.0028284337908959555,4.5508328024028396e-05,0.0013348290106117247,9.100837277029641e-05,3.130175692851691e-05,0
深圳市,2016,0.14440702585083776,0.27283511269276395,0.00840042002100105,0.0005195151290104744,0.00017500875043752187,0.0009091140831551381,4.297148816468801e-06,0.0,0.0362428231635021,0.0030074815104353097,0.00017500875043752187,0.004551386627365376,0.0003498950314905517,0.00014400062650624673,0
深圳市,2017,0.2155235043294308,0.395928338762215,0.007631645891630628,0.00055445240158761,0.0001271940981938438,0.000909518714362188,5.444581304006528e-06,0.0,0.045321777224208305,0.004248399159137154,0.0001271940981938438,0.002289642350121478,0.0002543234994913518,9.346388500411955e-05,0
深圳市,2018,0.20897456295235578,0.40105430507907286,0.007786988193921125,0.0005393524817973267,0.00012559658377292137,0.0009517885837123321,6.139606102265014e-06,0.0,0.04849827953592163,0.0041856072432780115,0.00012559658377292137,0.0023691046128262137,0.00025113008538423025,8.86642147625079e-05,0
深圳市,2019,0.17748388947234273,0.37252144564758827,0.008084074373484235,0.0005190475194900529,0.00013473457289140393,0.0007094083953802384,5.418960591959521e-06,0.0,0.037894514425612105,0.003872580391405562,0.00013473457289140393,0.003700548171260327,0.0002693965517241397,0.00010115875303339758,0
